Customer_ID,Full_Name,Contact_Email,Phone_Number,Signup_Date,Country,Subscription_Tier,Total_Spend_USD,Account_Status
CUST-1775,Heather Roth,ryanrodriguez@example.net,268.929.3844x0134,2025-08-16,Guam,Pro,3281.82,Inactive
CUST-1799,Christopher Johnston,oshah@example.net,858.795.1381,2023-07-21,Zambia,Pro,2933.18,Pending
CUST-1166,JOHN BLACK!!!,lori82@example.org,986-228-9023x3030,2026-04-25,Romania,Enterprise,1645.13,Inactive
CUST-1586,Timothy Morse,david10@example.org,001-377-739-7327,2026-01-31,United States of America,PRO_tier,$1217.1,Active
CUST-1131,Jaime Jones,powellkara@example.net,(577)859-0175x186,2025-11-05,Lithuania,Pro,3911.58,Inactive
CUST-1887,Angel Lewis,iedwards@example.com,(441)478-4290,2022-10-25,Cyprus,Enterprise,772.32,Inactive
CUST-1694,Cody Gonzalez,angela71@example.net,(696)418-0332,2025-06-16,India,Entrp,346.57,Inactive
CUST-1361,TERRI MILLER!!!,richard26@example.org,(202)690-8466x8455,2026-03-23,New Zealand,Basic,3174.25,Inactive
CUST-1016,Brittany Johnson,brandi26@example.org,8454053315,2026-05-09,Dominica,Enterprise,4432.99,Inactive
CUST-1927,Daniel Evans,castanedachristina@example.net,+1-789-659-6546x634,2026-02-05,Western Sahara,Enterprise,2403.73,Active
CUST-1666,Jonathan Moore,jeremy79@example.net,466.527.0511x5794,2024-04-25,Lithuania,Pro,$2363.66,Pending
CUST-1127,Jennifer Vasquez,fburns@example.net,9349043842,2024-06-21,Bouvet Island (Bouvetoya),Enterprise,2785.0,Inactive
CUST-1511,Sarah Turner,jennifer07@example.net,001-331-910-2918x133,2021-11-05,Madagascar,Pro,4168.53,Inactive
CUST-1325,Jacob Pacheco,hubbardcolleen@example.com,565-656-5033,2024-09-07,United States Minor Outlying Islands,Pro,651.06,Pending
CUST-1679,Christine Arroyo,dcortez@example.com,+1-227-278-9431x910,2026-01-04,Yemen,Pro,4237.37,Inactive
CUST-1766,Dylan Marks,richardperez@example.net,(658)624-3017x646,15/04/2024,Suriname,Basic,$1050.24,Pending
CUST-1510,   julia brown  #,nelsonvalerie@example.org,491-949-7501x98038,2022-05-28,Ukraine,Basic,4016.54,Pending
CUST-1732,Rebecca Bowman,kayla07@example.net,488.541.3685,2021-10-16,Japan,Enterprise,$2474.74,Pending
CUST-1594,Steven Mills,clarkjohn@example.net,571.380.5137x1717,2024-06-07,Cuba,Basic,$2766.58,Pending
CUST-1572,Fernando Mcconnell,smejia@example.net,001-569-768-1579x0392,2023-07-14,Macao,Pro,4829.7,Inactive
CUST-1083,Denise Weber,shawgary@example.net,(229)695-9001,2024-12-23,Seychelles,Pro,4049.71,Pending
CUST-1455,Mark Garrison,omoore@example.net,001-965-427-1727x2239,2024-12-17,Angola,Enterprise,616.35,Pending
CUST-1093,   jamie baird  #,stephanie24@example.org,315-574-7338x4842,2022-12-07,Paraguay,Basic,2916.94,Pending
CUST-1637,Amanda Williams,aguirrelarry@example.com,452-798-2173,2026-05-31,Vanuatu,Enterprise,4901.14,Active
CUST-1881,Cassandra Schultz,xlove@example.org,441-820-1227x59500,2025-07-09,Reunion,Pro,1576.69,Inactive
CUST-1280,Dr. Scott Cooper,,466.937.2395x0410,19/09/2023,Gabon,Basic,636.34,Inactive
CUST-1922,   lance townsend  #,samuelprice@example.org,659.588.9786x533,19/04/2022,Bermuda,Enterprise,96.78,Active
CUST-1740,Catherine Lewis,,001-381-789-8484x16046,2023-01-25,Austria,Enterprise,3163.67,Pending
CUST-1405,Christopher Klein,scottwilliams@example.net,516.347.0900x63353,2021-10-20,Antarctica (the territory South of 60 deg S),Enterprise,1347.7,Inactive
CUST-1331,Ronald Marshall,chenderson@example.org,(942)204-4820,2021-12-31,Ukraine,Enterprise,1494.71,Pending
CUST-1090,LAUREN ROBLES!!!,carlsonjoseph@example.net,001-399-530-9728x96230,2021-10-25,Germany,Pro,2143.89,Pending
CUST-1680,AARON WALLACE!!!,coltonrichardson@example.net,365.614.6040,2022-06-07,Korea,Basic,3193.53,Pending
CUST-1624,Michael Mckee,tochoa@example.net,2575798066,2024-07-22,Anguilla,Pro,2212.91,Inactive
CUST-1037,Samantha Morse,smartinez@example.com,001-664-288-7719x065,2022-03-06,Peru,Pro,$1135.64,Active
CUST-1287,Zachary Holland,amanda51@example.com,001-943-528-0634x61571,2022-06-03,Congo,Enterprise,1094.57,Pending
CUST-1780,Marie Roach,dianehoffman@example.org,805-761-2996x5082,2024-06-11,Cameroon,Basic,2118.53,Active
CUST-1393,CHRISTOPHER KIRBY!!!,andrea21@example.com,985.839.0789x567,2023-10-08,Spain,Basic,496.16,Inactive
CUST-1734,Sarah Smith,camerontownsend@example.com,(317)951-8878,2025-01-23,Fiji,Pro,1689.64,Active
CUST-1408,Raven Nielsen,johnathandavis@example.com,+1-862-552-5715x0997,2024-03-28,Romania,Enterprise,4426.96,Pending
CUST-1285,James Brewer,thomaskayla@example.org,+1-917-441-0119x470,2024-12-26,Afghanistan,Enterprise,3124.09,Pending
CUST-1352,Shannon Clark,debragraham@example.net,+1-331-447-2760,2026-03-27,Saint Vincent and the Grenadines,Basic,2653.46,Inactive
CUST-1607,Daniel Turner,oritter@example.org,001-850-527-1607x36077,2022-10-01,Hong Kong,Enterprise,150.65,Inactive
CUST-1965,Ashley Bailey,alexisschaefer@example.com,(700)503-0566x199,2021-10-22,Zambia,Pro,1533.77,Active
CUST-1756,Latoya Mckay,yjackson@example.com,354-393-0364x687,2025-09-15,Brunei Darussalam,Basic,4710.35,Inactive
CUST-1704,Daniel Shaffer,nharris@example.org,(819)594-7113,2022-12-07,New Zealand,Pro,4672.07,Pending
CUST-1345,Thomas Sanchez,vrhodes@example.org,616-259-1520x1777,15/05/2023,Aruba,Enterprise,1945.71,Inactive
CUST-1046,Adam Ballard,erica21@example.com,(894)764-7436x713,2024-08-06,Reunion,Pro,832.88,Active
CUST-1646,   keith fry  #,michele42@example.com,730.966.2481x323,2021-11-06,Kazakhstan,Pro,4746.68,Inactive
CUST-1279,John Martinez,yorkjoshua@example.org,+1-444-640-1929x275,2025-08-20,Dominica,Enterprise,4748.17,Active
CUST-1263,Julia Olsen,conleykevin@example.net,+1-858-480-3955x12405,2024-07-30,Iceland,Enterprise,966.49,Active
CUST-1564,Craig Wagner,cynthiawilkinson@example.org,348-451-5791x9711,2025-05-15,Colombia,Entrp,236.85,Inactive
CUST-1281,Travis Nielsen,noahthornton@example.com,728-860-4765x801,2024-10-10,Pakistan,Enterprise,3000.83,Pending
CUST-1753,Kenneth Smith,sarah78@example.net,(501)290-4322,2025-05-21,Congo,Enterprise,3234.38,Pending
CUST-1026,Susan Vargas,millerroy@example.com,(804)665-3755,2025-06-25,Switzerland,PRO_tier,4948.14,Pending
CUST-1397,OSCAR PORTER!!!,matthew66@example.net,001-868-845-9090x22599,2022-09-29,India,Basic,1322.0,Inactive
CUST-1459,Stephen Carson,vasquezvicki@example.org,245-419-5151,2022-08-12,Marshall Islands,Pro,4145.73,Inactive
CUST-1710,STEPHANIE YOUNG!!!,carriejones@example.org,228-717-8522x823,2025-12-31,Seychelles,Basic,2937.55,Active
CUST-1603,Bryan Jenkins,zshaffer@example.org,708.350.9608x58749,2025-05-24,Mongolia,Entrp,2112.01,Pending
CUST-1509,Thomas Johnson,idavis@example.net,839-285-2989x4062,2024-01-14,Serbia,Pro,153.24,Inactive
CUST-1289,Amanda Thomas,ruizsamantha@example.org,420.320.4179,2025-10-24,Botswana,Enterprise,421.57,Active
CUST-1023,Robert Contreras,stephanie79@example.net,968.372.7743x48734,2025-04-16,Dominica,Enterprise,3257.78,Pending
CUST-1504,Brian Hill,harcher@example.org,755-369-6443x098,2023-11-21,Korea,Pro,406.77,Pending
CUST-1448,Michelle Wright,whiteaaron@example.net,001-753-647-4916x2475,2022-04-12,Paraguay,Pro,3576.39,Inactive
CUST-1592,Danny Clark,joshuastrickland@example.org,+1-335-777-9083x3506,2024-04-05,Faroe Islands,Pro,2270.58,Active
CUST-1398,James Wells,ashley74@example.org,(518)320-9702,2026-04-13,Hungary,Pro,3745.47,Inactive
CUST-1913,Jessica Lyons,patriciamorrison@example.org,8458735323,2022-02-27,Guernsey,Basic,1242.8,Pending
CUST-1394,Mr. Alexander Alexander III,howardchristopher@example.net,781.643.1115x08353,2023-03-28,Suriname,Pro,3750.03,Active
CUST-1615,Dr. Cody Kane,nhayes@example.com,+1-948-971-4855x245,2025-01-14,Paraguay,Pro,4905.05,Inactive
CUST-1002,Edward Fuller,barbara10@example.net,441.731.6475,2023-07-02,Paraguay,Enterprise,557.35,Pending
CUST-1379,Sergio Carroll,mjackson@example.net,001-699-592-1921x2493,2025-12-17,Angola,Basic,4996.9,Inactive
CUST-1654,Emily Conway,talvarez@example.org,941-682-2261x8962,2025-03-04,United Kingdom,Pro,3485.2,Inactive
CUST-1226,Joseph Chang,mauriceharrison@example.org,001-577-840-6493x085,2026-02-18,Jordan,Pro,585.09,Active
CUST-1406,Gabrielle Lee DDS,susandavis@example.net,(520)568-1558,2026-05-25,Indonesia,Enterprise,4704.44,Active
CUST-1822,Timothy Dunn,paul23@example.org,912-502-7061x592,2024-07-05,Fiji,PRO_tier,3380.2,Inactive
CUST-1164,Sharon Beard,pbaker@example.com,001-897-202-4629,2023-09-14,Turkmenistan,Basic,1554.18,Active
CUST-1062,Erik Patterson,amckinney@example.com,860-352-9751,2022-12-09,Namibia,Enterprise,3464.84,Pending
CUST-1831,Lee Johnson,deborah97@example.com,+1-687-331-3797x166,2023-10-11,Hong Kong,PRO_tier,2270.26,Inactive
CUST-1902,Lisa Singh,,919-496-4338x5324,2026-03-03,Papua New Guinea,Basic,386.44,Active
CUST-1824,Susan Sullivan,xelliott@example.net,856.449.1579x554,2026-06-14,El Salvador,Basic,3741.73,Pending
CUST-1040,Derek Anderson,samuel71@example.org,+1-393-424-8086x1317,2024-03-19,Saint Barthelemy,Enterprise,2139.69,Active
CUST-1861,   mariah vargas  #,adrienneallen@example.org,(418)270-6293,2025-04-13,Moldova,Enterprise,2393.92,Active
CUST-1730,AMANDA MAYNARD!!!,amber70@example.com,906-691-7679x93593,23/03/2023,Pakistan,Enterprise,4220.88,Pending
CUST-1229,Crystal Hernandez,arobinson@example.com,457.505.1204x6187,2026-03-15,El Salvador,Basic,2980.88,Pending
CUST-1218,Jennifer Parks,stephenmartinez@example.net,450.603.6915x594,2022-11-28,Latvia,Pro,1159.9,Active
CUST-1524,   stephanie bell  #,samuel03@example.org,590-236-8900,2022-02-07,Brunei Darussalam,Enterprise,$2272.08,Pending
CUST-1821,Alan Morrow,jackierichardson@example.com,001-561-903-9952x9701,25/04/2022,Falkland Islands (Malvinas),Pro,2841.36,Pending
CUST-1355,Michael Smith,jessica75@example.com,883.895.9724,2025-11-21,Peru,PRO_tier,3918.55,Inactive
CUST-1103,Kyle Warner,sanchezbradley@example.com,783.702.8439,2022-11-27,Turkey,Pro,1061.08,Pending
CUST-1236,John Preston,mcdonalddanielle@example.com,+1-665-309-4801,2026-06-12,Maldives,Basic,2195.94,Inactive
CUST-1709,Michael Williams,foxjonathan@example.org,226-442-3642x8131,2023-03-01,Latvia,Enterprise,2313.29,Active
CUST-1561,Alexandra Ramos,adamcollins@example.org,(648)209-4047x604,31/07/2026,Swaziland,Pro,1000.43,Active
CUST-1735,Heather Davis,paullopez@example.com,001-709-211-2252x8837,2023-06-04,Iceland,Pro,2939.33,Pending
CUST-1668,Daniel Nguyen,reneeorr@example.net,548.559.5325x9399,2024-03-01,Latvia,Basic,1580.99,Pending
CUST-1982,Rodney Brooks,julie80@example.net,305.232.6011x939,2022-12-19,Togo,Basic,4767.37,Inactive
CUST-1391,Chelsea Nichols,markbrown@example.com,(489)873-1791,2025-06-24,Oman,Enterprise,245.14,Inactive
CUST-1416,Dawn Guzman,alexanderwise@example.net,001-866-691-8362x644,23/05/2025,Sao Tome and Principe,Enterprise,4749.43,Pending
CUST-1451,Kathy Johnson,heather24@example.org,001-903-867-8812,2024-07-14,Iceland,Pro,3140.37,Pending
CUST-1058,Donald Perez,xbruce@example.net,+1-480-494-0244x550,2024-07-21,Iran,Enterprise,3840.88,Active
CUST-1470,Kathleen Ballard,katiecollins@example.org,317.452.4214x9551,2025-04-11,Kuwait,Basic,4843.57,Pending
CUST-1718,Cory Lloyd,ronaldcarroll@example.org,4129047137,2022-04-17,Paraguay,Enterprise,1478.58,Inactive
CUST-1939,Mary Anderson,ibarrabrian@example.net,(648)271-7754x61992,2023-08-27,Northern Mariana Islands,Pro,315.8,Inactive
CUST-1752,Daniel Peterson,cheryldavis@example.com,+1-783-307-4820x736,2022-03-02,Myanmar,Entrp,3871.35,Pending
CUST-1484,Elizabeth Nichols,jessicaroman@example.com,001-440-641-2091x17911,2023-01-12,Cocos (Keeling) Islands,Basic,504.2,Pending
CUST-1942,Angela Wyatt,ccarter@example.net,792.451.9994,2024-09-17,Saint Pierre and Miquelon,Pro,4846.16,Inactive
CUST-1700,Stephanie Taylor,james58@example.net,737-598-2143x39527,2023-09-06,Saint Barthelemy,Basic,2359.04,Inactive
CUST-1793,Donna Payne,bentondavid@example.org,309-338-6948x42495,2023-02-21,Korea,Pro,4143.6,Pending
CUST-1183,   robert west  #,hwest@example.com,001-501-966-0880x1994,2026-06-23,Haiti,Pro,710.03,Inactive
CUST-1892,Brian Rodriguez,xlewis@example.com,+1-381-895-9772,2024-07-02,Aruba,Enterprise,3290.31,Pending
CUST-1513,Jorge Lyons,,897-854-6617,2022-06-18,Finland,Basic,2206.6,Inactive
CUST-1175,Linda Morgan,matthewvalenzuela@example.com,001-732-260-3323x09821,2023-08-07,Northern Mariana Islands,Pro,2101.48,Pending
CUST-1548,Nathan Lang,deleonmathew@example.com,001-481-708-3583x28634,19/05/2023,Cuba,Pro,1297.38,Pending
CUST-1077,Jeffrey Carney,amymorris@example.org,644-279-6275x70596,2022-02-05,Northern Mariana Islands,Basic,$3383.15,Pending
CUST-1731,Ruth Barnett,ralph08@example.org,6378360601,2021-10-20,Trinidad and Tobago,Pro,2561.21,Pending
CUST-1165,David Reese,penny05@example.com,547-913-2475x4691,2022-10-12,Swaziland,PRO_tier,3939.51,Pending
CUST-1392,Jacqueline Stone,marcbrooks@example.net,877.549.6903x3373,03/04/2023,Tuvalu,Basic,2918.89,Pending
CUST-1283,Douglas Lee,harveybrian@example.net,+1-639-911-1926x92124,2025-01-09,Belarus,Pro,4547.1,Inactive
CUST-1114,Gina Mack,unovak@example.org,+1-647-573-5866x2961,2025-04-15,Belize,Pro,4662.19,Active
CUST-1977,Kevin Willis,norrisdaniel@example.net,+1-385-873-9083x521,2025-01-15,French Guiana,Enterprise,3920.77,Inactive
CUST-1535,Derrick Huff,rhonda53@example.com,775.313.7651,2026-04-19,Palau,basc,2276.18,Pending
CUST-1151,Danielle Mcknight,mayokimberly@example.com,587.259.8564x2059,2026-03-15,Slovakia (Slovak Republic),Basic,1310.88,Pending
CUST-1173,William Edwards,smithjoshua@example.org,001-827-912-9666,2023-08-22,Argentina,Basic,170.91,Active
CUST-1336,Norman House MD,gmcdowell@example.org,001-448-915-6985x700,2025-09-05,Burkina Faso,Basic,1417.42,Inactive
CUST-1520,Ronald Myers,carlos24@example.org,+1-293-389-8469,2024-08-20,Vietnam,Pro,1026.5,Pending
CUST-1284,Tammy Hill,qschwartz@example.com,921-340-6650x442,2024-03-07,Vanuatu,Enterprise,4950.65,Inactive
CUST-1878,Joshua Fritz,patricia88@example.org,+1-242-753-6462,2023-05-24,Kiribati,Basic,2013.33,Active
CUST-1952,Clayton Torres,williamsfrank@example.com,+1-931-947-8911,2022-06-28,Senegal,Pro,2251.44,Inactive
CUST-1005,Janice Carlson,jrice@example.org,+1-318-645-1462x70482,2025-12-06,Madagascar,basc,2551.51,Active
CUST-1035,WANDA TORRES!!!,lynchjody@example.org,+1-934-612-3281x2067,2021-11-19,France,Enterprise,1350.57,Pending
CUST-1503,Stephanie Hampton,rrodriguez@example.net,001-502-363-2570x3965,2022-09-10,Zimbabwe,Basic,2526.3,Pending
CUST-1571,Cody Hodge,pdavis@example.org,+1-985-507-2517x86376,2025-07-16,Bhutan,Pro,1208.31,Active
CUST-1636,Gabriel Torres,,+1-972-483-5129x592,2024-04-04,Suriname,Enterprise,4990.85,Inactive
CUST-1371,Christopher Johnson,,+1-824-422-4124,2022-01-06,Greece,Enterprise,3431.52,Inactive
CUST-1172,SAMUEL RUIZ!!!,kennedyjames@example.org,+1-768-446-0223x56972,2025-08-14,Libyan Arab Jamahiriya,Enterprise,1586.58,Active
CUST-1444,JESSICA TAYLOR!!!,tsmith@example.org,434-502-6650,2026-06-19,Papua New Guinea,Basic,3649.85,Pending
CUST-1882,Angela Rodriguez,michellearias@example.com,+1-594-479-5074x0717,2024-01-16,Mexico,Enterprise,4419.92,Inactive
CUST-1834,Alyssa Pratt,cody81@example.org,(299)689-8972x117,2026-05-13,Malawi,basc,933.44,Pending
CUST-1082,   laurie saunders  #,ryanbartlett@example.org,682-342-2535,2022-12-22,North Macedonia,Pro,2340.01,Active
CUST-1079,Kendra Sanders,john10@example.net,(578)668-1447,2025-03-11,Liechtenstein,Pro,4012.93,Active
CUST-1542,Thomas Moran,wallaceryan@example.com,424-715-1315,2023-02-07,Norfolk Island,Enterprise,3068.54,Inactive
CUST-1209,Joshua Cunningham,victoria63@example.com,+1-687-725-8874,2025-08-05,Indonesia,Entrp,2693.91,Inactive
CUST-1071,Jeffrey Potts,lisawilkerson@example.org,(406)485-3615x30515,2021-11-29,United States Virgin Islands,Pro,3361.44,Active
CUST-1414,Jonathan Swanson,asullivan@example.com,001-556-874-9160x1692,2026-07-05,Sierra Leone,Basic,1212.26,Pending
CUST-1905,Bob Cooper,andrew09@example.com,+1-848-815-2692x559,2023-03-26,Kiribati,Enterprise,4672.82,Inactive
CUST-1457,Charles Burton,sparksalbert@example.org,+1-651-732-7972,2024-02-12,Ecuador,Enterprise,4334.19,Inactive
CUST-1836,Amy Johnson,barnesluke@example.net,323-369-1496,2026-05-24,Malawi,Basic,4182.37,Active
CUST-1995,Jon Evans,jacobsmith@example.net,+1-832-361-1890x0346,2025-02-28,Cuba,Enterprise,1807.29,Pending
CUST-1487,Teresa Adams,fgonzalez@example.com,001-684-877-6863x423,2022-03-27,South Africa,Enterprise,1655.7,Pending
CUST-1931,   sarah james  #,hernandezcheryl@example.net,7028512137,2026-01-17,Marshall Islands,Basic,4809.27,Pending
CUST-1099,Angela Griffin,christian91@example.org,+1-983-398-2258,2025-02-14,Saint Barthelemy,Pro,643.44,Pending
CUST-1872,Diana Lin,wesleycalhoun@example.net,440-801-7882x24731,2022-01-31,Western Sahara,Enterprise,3373.68,Active
CUST-1269,Julie Bryant,oruiz@example.org,+1-345-762-5577x017,2024-02-12,Tanzania,Enterprise,676.59,Active
CUST-1667,Jennifer Smith,crystal54@example.net,+1-969-319-2845x525,2021-10-23,Heard Island and McDonald Islands,Basic,3079.14,Active
CUST-1525,Douglas Edwards,whitneyanderson@example.com,611.514.8375x3745,2024-05-10,Ethiopia,Enterprise,3194.73,Pending
CUST-1860,Amy Kaiser,timothy27@example.org,472-646-3019x864,2022-05-20,Costa Rica,basc,1534.45,Active
CUST-1705,CHRISTOPHER ROBINSON!!!,smithemily@example.com,001-996-973-3116,2022-06-22,Tuvalu,Pro,$989.68,Active
CUST-1933,Krista Williams,kennethwhite@example.com,(620)833-4742,2022-10-05,Botswana,Pro,4647.93,Inactive
CUST-1670,Amy Wright,murphymallory@example.com,+1-524-357-5983,2023-03-15,Bahamas,Pro,4125.53,Active
CUST-1215,Mark Gamble,laurengutierrez@example.com,780.543.4165x18275,2026-03-12,Ethiopia,Pro,3772.45,Inactive
CUST-1736,Jessica Aguirre,mlewis@example.net,+1-279-913-7876x5530,2022-08-30,Montserrat,Enterprise,3164.84,Pending
CUST-1317,Charles Francis,stacy55@example.org,293.389.1190x83342,2026-05-06,Uruguay,PRO_tier,1299.37,Active
CUST-1618,Kiara Brooks,beckercynthia@example.net,628.896.3406,2026-03-25,Italy,Basic,1502.54,Active
CUST-1381,Aaron Lee,beardlindsey@example.net,361.233.2541,2024-02-14,Sri Lanka,Pro,2895.32,Pending
CUST-1801,Felicia Young,millermichael@example.com,515-847-1553x1325,2024-02-07,Tanzania,Enterprise,1219.7,Pending
CUST-1574,Amanda Mullen,zwhite@example.net,917.215.1602x52986,2024-02-26,Paraguay,Pro,2335.32,Inactive
CUST-1324,Mr. Michael Keller,kalvarez@example.net,7642796954,2021-11-11,Aruba,PRO_tier,2218.67,Pending
CUST-1191,Beverly Silva,adam72@example.org,(759)309-4798,2025-08-23,Ghana,Pro,3152.4,Inactive
CUST-1644,Michael Arias,smitchell@example.com,001-541-416-3187,2024-04-24,Argentina,Pro,1945.13,Pending
CUST-1733,Matthew Potts,garciasarah@example.net,624-346-2632x514,2022-02-07,Cape Verde,Pro,2400.72,Active
CUST-1533,Rodney Perry,jliu@example.org,495-256-5749x02504,2022-04-03,Croatia,Enterprise,2990.7,Inactive
CUST-1081,Julian Wood,cherylmiller@example.com,(778)466-9125x1778,2026-02-11,Slovakia (Slovak Republic),Pro,743.9,Active
CUST-1889,Lisa Smith,susan75@example.net,+1-887-659-2129,2022-07-23,Aruba,Enterprise,2117.01,Active
CUST-1742,Nicholas Martinez,veronicasmith@example.net,693-778-3063x963,2022-05-27,Nauru,Basic,206.27,Pending
CUST-1677,Natasha Campbell,william23@example.net,853-554-6147x079,2022-08-24,Armenia,Basic,851.74,Pending
CUST-1496,Shannon Hodges,jeanette28@example.org,(535)367-9836,2023-02-10,Chad,Enterprise,3352.31,Active
CUST-1374,Walter Brooks,kimberlymedina@example.com,+1-270-907-9420,2023-02-02,El Salvador,Enterprise,96.52,Inactive
CUST-1105,Joshua Allen,kevinzimmerman@example.com,6865688263,2023-05-17,Belgium,Basic,$3374.87,Inactive
CUST-1717,Amanda Maxwell,lutzeric@example.com,674-222-3196x46300,2026-06-29,Congo,Enterprise,2830.99,Inactive
CUST-1935,Dennis Chaney,jared50@example.org,885.802.2894,2023-06-01,Kiribati,Pro,3401.32,Pending
CUST-1538,Leslie Jensen,jonessamantha@example.com,(776)947-2298x12099,2023-08-15,Kazakhstan,Pro,562.33,Inactive
CUST-1788,SEAN CARTER!!!,dudleycody@example.com,903-473-4167x8127,2026-04-20,Belarus,Basic,1686.89,Pending
CUST-1621,Calvin Paul,,340-364-1769x27438,2026-09-17,Netherlands,Pro,1303.9,Pending
CUST-1852,Veronica Smith,zchapman@example.com,001-678-923-1299x570,2022-05-25,Saint Barthelemy,Pro,4387.48,Pending
CUST-1469,   nathan wilkerson  #,kaylamartin@example.net,598.357.2545x96063,2026-07-07,Montenegro,Pro,4347.06,Pending
CUST-1182,Mr. Martin Hernandez,smithsarah@example.net,872.817.5354x0838,2025-10-22,Belgium,Basic,4591.48,Active
CUST-1521,Deborah Johnson,,(238)750-3719,2026-08-18,Zambia,Basic,3813.07,Pending
CUST-1460,   christopher coleman  #,colleen45@example.org,975-341-0225x267,2022-04-15,Japan,Pro,3661.58,Inactive
CUST-1492,Miranda Hill,richard85@example.com,+1-206-247-7159x103,2022-06-01,Gibraltar,Entrp,2238.12,Inactive
CUST-1088,Samantha Hanson,andersoncolin@example.com,985-923-9868x00025,2022-06-20,Uganda,Basic,1925.92,Inactive
CUST-1222,Christopher Morton,robert99@example.com,812-653-5544,2026-02-28,Slovakia (Slovak Republic),Pro,3363.82,Pending
CUST-1533,Rodney Perry,jliu@example.org,495-256-5749x02504,2022-04-03,Croatia,Enterprise,2990.7,Inactive
CUST-1638,Sandra Bowers,barnettcameron@example.org,(323)773-6050x791,13/04/2026,Mongolia,Basic,3372.36,Inactive
CUST-1205,Bridget Jackson,zacharysullivan@example.net,+1-404-413-7977x2369,2024-11-02,Malawi,Basic,$1401.03,Inactive
CUST-1156,Laura Rosales,whitelucas@example.net,791.472.5135,2024-11-26,Benin,PRO_tier,3134.62,Pending
CUST-1150,Terry Hill,cstephenson@example.net,+1-493-847-6870x146,2022-09-20,Turks and Caicos Islands,Basic,$1956.72,Pending
CUST-1340,Jason Thomas,theresa39@example.com,859.571.0725,2025-04-16,Russian Federation,Enterprise,4994.57,Inactive
CUST-1862,Carol Martinez,smithjerry@example.org,2189676610,2025-04-19,British Virgin Islands,Pro,4294.83,Active
CUST-1547,James Gaines,todd35@example.net,3477639283,2022-05-15,Mauritius,Basic,2811.92,Inactive
CUST-1102,Sandy Avila,steven86@example.net,(533)575-2431x0690,2022-01-21,Nepal,Enterprise,2847.87,Inactive
CUST-1278,Laura Rivera,susan44@example.org,2946940792,2025-10-07,Nigeria,Enterprise,315.36,Active
CUST-1059,Patrick Bonilla,,252.354.5991x022,2023-01-31,Panama,Enterprise,2402.65,Pending
CUST-1311,Tyler Flowers,qmartinez@example.com,(827)630-1471x95979,2024-11-11,Lebanon,Pro,3192.18,Inactive
CUST-1761,Brittany Holloway,,708.767.0090x0436,2022-03-02,Saint Kitts and Nevis,Enterprise,2738.79,Inactive
CUST-1129,Cynthia Cochran,michelle96@example.org,+1-723-630-9584x982,2023-03-03,Ethiopia,Basic,4499.68,Active
CUST-1198,Craig Carpenter,,+1-713-757-7594x929,2026-07-08,Chile,Pro,358.22,Inactive
CUST-1655,Brian Dougherty,cdavis@example.org,(276)972-0957x9927,2026-06-16,Montenegro,basc,657.06,Active
CUST-1705,CHRISTOPHER ROBINSON!!!,smithemily@example.com,001-996-973-3116,2022-06-22,Tuvalu,Pro,$989.68,Active
CUST-1073,Mark Dean,rodriguezrebecca@example.net,+1-708-593-2460,2024-07-29,Colombia,Enterprise,2389.72,Inactive
CUST-1589,Michael Ellis,wgoodwin@example.com,247-557-4949x02284,2026-02-15,Mongolia,Pro,3967.33,Active
CUST-1794,Katie Rivers,dominguezscott@example.com,(438)267-6738,2026-05-24,Korea,Pro,479.35,Pending
CUST-1645,Brian Perez,wlopez@example.net,236-595-7279,2025-07-26,Saint Kitts and Nevis,Basic,3045.22,Pending
CUST-1938,Todd Thompson,,223.303.4202x8471,2023-12-29,Central African Republic,Entrp,438.22,Pending
CUST-1919,Christopher Sims,richardsonronnie@example.net,811-595-5640x919,2024-09-04,Korea,Entrp,4958.79,Pending
CUST-1396,Sharon Perez,thomasblack@example.net,001-777-451-5366x37780,2024-08-11,Brunei Darussalam,Pro,2677.72,Inactive
CUST-1297,Danielle Murphy,patriciavargas@example.org,001-806-900-7806,2025-10-09,Qatar,Enterprise,787.5,Inactive
CUST-1890,Ryan Barnes,lauradyer@example.org,255.982.1477x092,2022-04-18,Spain,Basic,1682.83,Inactive
CUST-1936,Monica Molina,jamesanderson@example.org,+1-230-520-2569x133,2021-10-31,Congo,Pro,1950.04,Pending
CUST-1754,Christina Phillips,stanleyjeremiah@example.org,9138546212,2021-10-04,Holy See (Vatican City State),Pro,3069.88,Active
CUST-1171,Joseph Glover,william28@example.org,817-724-8251x3534,2023-08-01,Myanmar,Pro,512.27,Active
CUST-1255,Sonya Davis,heather21@example.org,875-818-6892,2021-12-10,Chile,Basic,1506.47,Inactive
CUST-1906,Scott Allen,rberg@example.org,259.614.2614,22/12/2024,Myanmar,Enterprise,2464.88,Active
CUST-1476,Craig Mcmahon,salvarez@example.org,001-465-796-0893x199,2025-01-16,Swaziland,Basic,4045.75,Pending
CUST-1688,Daniel Carey,jonesshaun@example.org,(956)209-4565x34699,2025-02-12,Antigua and Barbuda,Enterprise,$1360.05,Active
CUST-1007,Shane Henderson,sarahcampos@example.net,546.357.8713,2023-05-31,Namibia,Enterprise,2747.46,Active
CUST-1104,Matthew Walker,joshua89@example.net,(868)870-5685,2022-06-20,Honduras,Pro,1231.5,Inactive
